Ingredient,DF,Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Key,Patent_No,Patent_Expire_Date_Text,Patent_Drug_Substance_Flag,Patent_Drug_Product_Flag,Patent_Use_Code,Patent_Delist_Flag,Patent_Submission_Date,Exclusivity_Code,Exclusivity_Date
IFOSFAMIDE,INJECTABLE,INJECTION,IFOSFAMIDE,MYLAN LABS LTD,1GM/20ML (50MG/ML),A,201689,1,AP,11/26/2012,No,No,RX,MYLAN LABORATORIES LTD,201689-1,,,,,,,,,
IFOSFAMIDE,INJECTABLE,INJECTION,IFOSFAMIDE,MYLAN LABS LTD,3GM/60ML (50MG/ML),A,201689,2,AP,11/26/2012,No,No,RX,MYLAN LABORATORIES LTD,201689-2,,,,,,,,,
ISOSULFAN BLUE,INJECTABLE,INJECTION,ISOSULFAN BLUE,MYLAN INSTITUTIONAL,1%,A,90874,1,AP,7/20/2010,No,Yes,RX,MYLAN INSTITUTIONAL LLC,90874-1,,,,,,,,,
KETAMINE HYDROCHLORIDE,INJECTABLE,INJECTION,KETAMINE HYDROCHLORIDE,MYLAN INSTITUTIONAL,EQ 10MG BASE/ML,A,76092,1,AP,9/30/2008,No,No,RX,MYLAN INSTITUTIONAL LLC,76092-1,,,,,,,,,
KETAMINE HYDROCHLORIDE,INJECTABLE,INJECTION,KETAMINE HYDROCHLORIDE,MYLAN INSTITUTIONAL,EQ 50MG BASE/ML,A,76092,2,AP,12/28/2001,No,No,RX,MYLAN INSTITUTIONAL LLC,76092-2,,,,,,,,,
KETAMINE HYDROCHLORIDE,INJECTABLE,INJECTION,KETAMINE HYDROCHLORIDE,MYLAN INSTITUTIONAL,EQ 100MG BASE/ML,A,76092,3,AP,10/25/2002,No,No,RX,MYLAN INSTITUTIONAL LLC,76092-3,,,,,,,,,
KETOROLAC TROMETHAMINE,INJECTABLE,INJECTION,KETOROLAC TROMETHAMINE,MYLAN LABS LTD,15MG/ML,A,78299,1,,7/16/2007,No,No,DISCN,MYLAN LABORATORIES LTD,78299-1,,,,,,,,,
KETOROLAC TROMETHAMINE,INJECTABLE,INJECTION,KETOROLAC TROMETHAMINE,MYLAN LABS LTD,15MG/ML,A,201155,1,,8/4/2014,No,No,DISCN,MYLAN LABORATORIES LTD,201155-1,,,,,,,,,
KETOROLAC TROMETHAMINE,INJECTABLE,INJECTION,KETOROLAC TROMETHAMINE,MYLAN LABS LTD,30MG/ML,A,78299,2,,7/16/2007,No,No,DISCN,MYLAN LABORATORIES LTD,78299-2,,,,,,,,,
KETOROLAC TROMETHAMINE,INJECTABLE,INJECTION,KETOROLAC TROMETHAMINE,MYLAN LABS LTD,30MG/ML,A,201155,2,,8/4/2014,No,No,DISCN,MYLAN LABORATORIES LTD,201155-2,,,,,,,,,
LABETALOL HYDROCHLORIDE,INJECTABLE,INJECTION,LABETALOL HYDROCHLORIDE,MYLAN ASI,5MG/ML,A,79134,1,AP,2/3/2010,No,No,RX,MYLAN ASI LLC,79134-1,,,,,,,,,
LEUCOVORIN CALCIUM,INJECTABLE,INJECTION,LEUCOVORIN CALCIUM PRESERVATIVE FREE,MYLAN LABS LTD,EQ 100MG BASE/VIAL,A,203800,1,AP,5/19/2017,No,No,RX,MYLAN LABORATORIES LTD,203800-1,,,,,,,,,
LEUCOVORIN CALCIUM,INJECTABLE,INJECTION,LEUCOVORIN CALCIUM PRESERVATIVE FREE,MYLAN LABS LTD,EQ 200MG BASE/VIAL,A,203800,2,AP,5/19/2017,No,No,RX,MYLAN LABORATORIES LTD,203800-2,,,,,,,,,
LEUCOVORIN CALCIUM,INJECTABLE,INJECTION,LEUCOVORIN CALCIUM PRESERVATIVE FREE,MYLAN LABS LTD,EQ 350MG BASE/VIAL,A,203800,3,AP,5/19/2017,No,No,RX,MYLAN LABORATORIES LTD,203800-3,,,,,,,,,
LEVOFLOXACIN,INJECTABLE,INJECTION,LEVOFLOXACIN,MYLAN ASI,EQ 500MG/20ML (EQ 25MG/ML),A,200560,1,,6/20/2011,No,No,DISCN,MYLAN ASI LLC,200560-1,,,,,,,,,
LEVOFLOXACIN,INJECTABLE,INJECTION,LEVOFLOXACIN,MYLAN ASI,EQ 750MG/30ML (EQ 25MG/ML),A,200560,2,,6/20/2011,No,No,DISCN,MYLAN ASI LLC,200560-2,,,,,,,,,
LIDOCAINE HYDROCHLORIDE,INJECTABLE,INJECTION,LIDOCAINE HYDROCHLORIDE,MYLAN LABS LTD,0.50%,A,91056,1,,12/8/2010,No,No,DISCN,MYLAN LABORATORIES LTD,91056-1,,,,,,,,,
LIDOCAINE HYDROCHLORIDE,INJECTABLE,INJECTION,LIDOCAINE HYDROCHLORIDE,MYLAN LABS LTD,0.50%,A,91058,1,,9/30/2010,No,No,DISCN,MYLAN LABORATORIES LTD,91058-1,,,,,,,,,
LIDOCAINE HYDROCHLORIDE,INJECTABLE,INJECTION,LIDOCAINE HYDROCHLORIDE,MYLAN LABS LTD,1%,A,91056,2,,12/8/2010,No,No,DISCN,MYLAN LABORATORIES LTD,91056-2,,,,,,,,,
LIDOCAINE HYDROCHLORIDE,INJECTABLE,INJECTION,LIDOCAINE HYDROCHLORIDE,MYLAN LABS LTD,1%,A,91058,2,,9/30/2010,No,No,DISCN,MYLAN LABORATORIES LTD,91058-2,,,,,,,,,
LIDOCAINE HYDROCHLORIDE,INJECTABLE,INJECTION,LIDOCAINE HYDROCHLORIDE,MYLAN LABS LTD,2%,A,202242,1,,4/11/2014,No,No,DISCN,MYLAN LABORATORIES LTD,202242-1,,,,,,,,,
LIDOCAINE HYDROCHLORIDE,INJECTABLE,INJECTION,LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE,MYLAN LABS LTD,2%,A,90665,1,,9/27/2010,No,No,DISCN,MYLAN LABORATORIES LTD,90665-1,,,,,,,,,
LORAZEPAM,INJECTABLE,INJECTION,LORAZEPAM,MYLAN ASI,2MG/ML,A,200217,1,,4/4/2017,No,No,DISCN,MYLAN ASI LLC,200217-1,,,,,,,,,
LORAZEPAM,INJECTABLE,INJECTION,LORAZEPAM,MYLAN ASI,2MG/ML,A,200542,1,,4/28/2017,No,No,DISCN,MYLAN ASI LLC,200542-1,,,,,,,,,
LORAZEPAM,INJECTABLE,INJECTION,LORAZEPAM,MYLAN ASI,4MG/ML,A,200217,2,,4/4/2017,No,No,DISCN,MYLAN ASI LLC,200217-2,,,,,,,,,
LORAZEPAM,INJECTABLE,INJECTION,LORAZEPAM,MYLAN ASI,4MG/ML,A,200542,2,,4/28/2017,No,No,DISCN,MYLAN ASI LLC,200542-2,,,,,,,,,
MAGNESIUM SULFATE,INJECTABLE,INJECTION,MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER,MYLAN LABS LTD,1GM/100ML,A,209932,1,AP,9/10/2018,No,No,RX,MYLAN LABORATORIES LTD,209932-1,,,,,,,,,
CEFOXITIN SODIUM,INJECTABLE,INJECTION,MEFOXIN,MYLAN INSTITUTIONAL,EQ 1GM BASE/VIAL,A,62757,1,,1/8/1987,No,No,DISCN,MYLAN INSTITUTIONAL LLC,62757-1,,,,,,,,,
CEFOXITIN SODIUM,INJECTABLE,INJECTION,MEFOXIN,MYLAN INSTITUTIONAL,EQ 1GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,N,50517,1,,,Yes,No,DISCN,MYLAN INSTITUTIONAL LLC,50517-1,,,,,,,,,
CEFOXITIN SODIUM,INJECTABLE,INJECTION,MEFOXIN,MYLAN INSTITUTIONAL,EQ 2GM BASE/VIAL,A,62757,2,,1/8/1987,No,No,DISCN,MYLAN INSTITUTIONAL LLC,62757-2,,,,,,,,,
CEFOXITIN SODIUM,INJECTABLE,INJECTION,MEFOXIN,MYLAN INSTITUTIONAL,EQ 2GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,N,50517,2,,,Yes,No,DISCN,MYLAN INSTITUTIONAL LLC,50517-2,,,,,,,,,
CEFOXITIN SODIUM,INJECTABLE,INJECTION,MEFOXIN,MYLAN INSTITUTIONAL,EQ 10GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,N,50517,3,,,Yes,No,DISCN,MYLAN INSTITUTIONAL LLC,50517-3,,,,,,,,,
CEFOXITIN SODIUM,INJECTABLE,INJECTION,MEFOXIN IN PLASTIC CONTAINER,MYLAN INSTITUTIONAL,EQ 20MG BASE/ML,A,63182,1,,1/25/1993,No,Yes,RX,MYLAN INSTITUTIONAL LLC,63182-1,,,,,,,,,
CEFOXITIN SODIUM,INJECTABLE,INJECTION,MEFOXIN IN PLASTIC CONTAINER,MYLAN INSTITUTIONAL,EQ 40MG BASE/ML,A,63182,2,,1/25/1993,No,Yes,RX,MYLAN INSTITUTIONAL LLC,63182-2,,,,,,,,,
MELPHALAN HYDROCHLORIDE,INJECTABLE,INJECTION,MELPHALAN HYDROCHLORIDE,MYLAN INSTITUTIONAL,EQ 50MG BASE/VIAL,A,90270,1,AP,6/9/2009,No,Yes,RX,MYLAN INSTITUTIONAL LLC,90270-1,,,,,,,,,
MELPHALAN HYDROCHLORIDE,INJECTABLE,INJECTION,MELPHALAN HYDROCHLORIDE,MYLAN INSTITUTIONAL,EQ 50MG BASE/VIAL,A,90299,1,,10/27/2009,No,No,DISCN,MYLAN INSTITUTIONAL LLC,90299-1,,,,,,,,,
METHADONE HYDROCHLORIDE,INJECTABLE,INJECTION,METHADONE HYDROCHLORIDE,MYLAN INSTITUTIONAL,10MG/ML,N,21624,1,AP,,Yes,Yes,RX,MYLAN INSTITUTIONAL LLC,21624-1,,,,,,,,,
METHOTREXATE SODIUM,INJECTABLE,INJECTION,METHOTREXATE SODIUM PRESERVATIVE FREE,MYLAN LABS LTD,EQ 1GM BASE/40ML (EQ 25MG BASE/ML),A,201530,1,AP,3/29/2012,No,No,RX,MYLAN LABORATORIES LTD,201530-1,,,,,,,,,
METHOTREXATE SODIUM,INJECTABLE,INJECTION,METHOTREXATE SODIUM PRESERVATIVE FREE,MYLAN LABS LTD,EQ 50MG BASE/2ML (EQ 25MG BASE/ML),A,201529,1,AP,3/29/2012,No,No,RX,MYLAN LABORATORIES LTD,201529-1,,,,,,,,,
METHOTREXATE SODIUM,INJECTABLE,INJECTION,METHOTREXATE SODIUM PRESERVATIVE FREE,MYLAN LABS LTD,EQ 100MG BASE/4ML (EQ 25MG BASE/ML),A,201529,2,AP,3/29/2012,No,No,RX,MYLAN LABORATORIES LTD,201529-2,,,,,,,,,
METHOTREXATE SODIUM,INJECTABLE,INJECTION,METHOTREXATE SODIUM PRESERVATIVE FREE,MYLAN LABS LTD,EQ 200MG BASE/8ML (EQ 25MG BASE/ML),A,201529,3,AP,3/29/2012,No,No,RX,MYLAN LABORATORIES LTD,201529-3,,,,,,,,,
METHOTREXATE SODIUM,INJECTABLE,INJECTION,METHOTREXATE SODIUM PRESERVATIVE FREE,MYLAN LABS LTD,EQ 250MG BASE/10ML (EQ 25MG BASE/ML),A,201529,4,AP,3/29/2012,No,No,RX,MYLAN LABORATORIES LTD,201529-4,,,,,,,,,
METOPROLOL TARTRATE,INJECTABLE,INJECTION,METOPROLOL TARTRATE,MYLAN ASI,1MG/ML,A,90317,1,AP,4/19/2010,No,No,RX,MYLAN ASI LLC,90317-1,,,,,,,,,
METRONIDAZOLE,INJECTABLE,INJECTION,METRONIDAZOLE IN PLASTIC CONTAINER,MYLAN LABS LTD,500MG/100ML,A,205531,1,AP,5/9/2017,No,No,RX,MYLAN LABORATORIES LTD,205531-1,,,,,,,,,
CALCITONIN SALMON,INJECTABLE,INJECTION,MIACALCIN,MYLAN IRELAND LTD,100 IU/ML,N,17808,1,,7/3/1986,No,No,DISCN,MYLAN IRELAND LTD,17808-1,,,,,,,,,
CALCITONIN SALMON,INJECTABLE,INJECTION,MIACALCIN,MYLAN IRELAND LTD,200 IU/ML,N,17808,2,,3/29/1991,Yes,Yes,RX,MYLAN IRELAND LTD,17808-2,,,,,,,,,
MIDAZOLAM HYDROCHLORIDE,INJECTABLE,INJECTION,MIDAZOLAM HYDROCHLORIDE PRESERVATIVE FREE,MYLAN ASI,EQ 1MG BASE/ML,A,90315,1,AP,11/29/2010,No,No,RX,MYLAN ASI LLC,90315-1,,,,,,,,,
MIDAZOLAM HYDROCHLORIDE,INJECTABLE,INJECTION,MIDAZOLAM HYDROCHLORIDE PRESERVATIVE FREE,MYLAN ASI,EQ 5MG BASE/ML,A,90315,2,AP,11/29/2010,No,No,RX,MYLAN ASI LLC,90315-2,,,,,,,,,
MILRINONE LACTATE,INJECTABLE,INJECTION,MILRINONE LACTATE,MYLAN INSTITUTIONAL,EQ 1MG BASE/ML,A,76428,1,,6/16/2003,No,No,DISCN,MYLAN INSTITUTIONAL LLC,76428-1,,,,,,,,,
MITOMYCIN,INJECTABLE,INJECTION,MITOMYCIN,MYLAN LABS LTD,5MG/VIAL,A,202670,1,AP,10/13/2017,No,No,RX,MYLAN LABORATORIES LTD,202670-1,,,,,,,,,
MITOMYCIN,INJECTABLE,INJECTION,MITOMYCIN,MYLAN LABS LTD,20MG/VIAL,A,202670,2,AP,10/13/2017,No,No,RX,MYLAN LABORATORIES LTD,202670-2,,,,,,,,,
MITOMYCIN,INJECTABLE,INJECTION,MITOMYCIN,MYLAN LABS LTD,40MG/VIAL,A,203386,1,AP,10/13/2017,No,No,RX,MYLAN LABORATORIES LTD,203386-1,,,,,,,,,
MITOXANTRONE HYDROCHLORIDE,INJECTABLE,INJECTION,MITOXANTRONE HYDROCHLORIDE,MYLAN INSTITUTIONAL,EQ 20MG BASE/10ML (EQ 2MG BASE/ML),A,78980,1,AP,4/13/2009,No,No,RX,MYLAN INSTITUTIONAL LLC,78980-1,,,,,,,,,
MITOXANTRONE HYDROCHLORIDE,INJECTABLE,INJECTION,MITOXANTRONE HYDROCHLORIDE,MYLAN INSTITUTIONAL,EQ 30MG BASE/15ML (EQ 2MG BASE/ML),A,78980,2,AP,4/13/2009,No,No,RX,MYLAN INSTITUTIONAL LLC,78980-2,,,,,,,,,
MITOXANTRONE HYDROCHLORIDE,INJECTABLE,INJECTION,MITOXANTRONE HYDROCHLORIDE,MYLAN LABS LTD,EQ 20MG BASE/10ML (EQ 2MG BASE/ML),A,201014,1,AP,12/11/2012,No,No,RX,MYLAN LABORATORIES LTD,201014-1,,,,,,,,,
MIVACURIUM CHLORIDE,INJECTABLE,INJECTION,MIVACURIUM CHLORIDE,MYLAN LABS LTD,EQ 2MG BASE/ML,A,78562,1,,4/30/2009,No,No,DISCN,MYLAN LABORATORIES LTD,78562-1,,,,,,,,,
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,INJECTABLE,INJECTION,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,MYLAN LABS LTD,500MG/VIAL,A,203859,1,AP,3/31/2017,No,No,RX,MYLAN LABORATORIES LTD,203859-1,,,,,,,,,
NAFCILLIN SODIUM,INJECTABLE,INJECTION,NAFCILLIN SODIUM,MYLAN LABS LTD,EQ 1GM BASE/VIAL,A,200002,1,AP,4/7/2014,No,No,RX,MYLAN LABORATORIES LTD,200002-1,,,,,,,,,
NAFCILLIN SODIUM,INJECTABLE,INJECTION,NAFCILLIN SODIUM,MYLAN LABS LTD,EQ 2GM BASE/VIAL,A,200002,2,AP,4/7/2014,No,No,RX,MYLAN LABORATORIES LTD,200002-2,,,,,,,,,
NALOXONE HYDROCHLORIDE,INJECTABLE,INJECTION,NALOXONE HYDROCHLORIDE,MYLAN INSTITUTIONAL,0.4MG/ML,A,204997,1,AP,3/6/2014,No,No,RX,MYLAN INSTITUTIONAL LLC,204997-1,,,,,,,,,
NALOXONE HYDROCHLORIDE,INJECTABLE,INJECTION,NALOXONE HYDROCHLORIDE,MYLAN INSTITUTIONAL,0.4MG/ML,A,205014,1,AP,6/29/2016,No,No,RX,MYLAN INSTITUTIONAL LLC,205014-1,,,,,,,,,
NICARDIPINE HYDROCHLORIDE,INJECTABLE,INJECTION,NICARDIPINE HYDROCHLORIDE,MYLAN INSTITUTIONAL,25MG/10ML (2.5MG/ML),A,90664,1,,11/17/2009,No,No,DISCN,MYLAN INSTITUTIONAL LLC,90664-1,,,,,,,,,
OCTREOTIDE ACETATE,INJECTABLE,INJECTION,OCTREOTIDE ACETATE (PRESERVATIVE FREE),MYLAN INSTITUTIONAL,EQ 0.05MG BASE/ML,A,79198,1,AP,2/10/2011,No,No,RX,MYLAN INSTITUTIONAL LLC,79198-1,,,,,,,,,
OCTREOTIDE ACETATE,INJECTABLE,INJECTION,OCTREOTIDE ACETATE (PRESERVATIVE FREE),MYLAN INSTITUTIONAL,EQ 0.1MG BASE/ML,A,79198,2,AP,2/10/2011,No,No,RX,MYLAN INSTITUTIONAL LLC,79198-2,,,,,,,,,
OCTREOTIDE ACETATE,INJECTABLE,INJECTION,OCTREOTIDE ACETATE (PRESERVATIVE FREE),MYLAN INSTITUTIONAL,EQ 0.5MG BASE/ML,A,79198,3,AP,2/10/2011,No,No,RX,MYLAN INSTITUTIONAL LLC,79198-3,,,,,,,,,
ONDANSETRON HYDROCHLORIDE,INJECTABLE,INJECTION,ONDANSETRON HYDROCHLORIDE,MYLAN LABS LTD,EQ 2MG BASE/ML,A,78257,1,,4/23/2008,No,No,DISCN,MYLAN LABORATORIES LTD,78257-1,,,,,,,,,
ONDANSETRON HYDROCHLORIDE,INJECTABLE,INJECTION,ONDANSETRON HYDROCHLORIDE,MYLAN LABS LTD,EQ 2MG BASE/ML,A,204906,1,AP,7/31/2017,No,No,RX,MYLAN LABORATORIES LTD,204906-1,,,,,,,,,
ONDANSETRON HYDROCHLORIDE,INJECTABLE,INJECTION,ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE,MYLAN LABS LTD,EQ 2MG BASE/ML,A,78244,1,,4/23/2008,No,No,DISCN,MYLAN LABORATORIES LTD,78244-1,,,,,,,,,
OXACILLIN SODIUM,INJECTABLE,INJECTION,OXACILLIN SODIUM,MYLAN LABS LTD,EQ 1GM BASE/VIAL,A,91486,1,,8/25/2014,No,No,DISCN,MYLAN LABORATORIES LTD,91486-1,,,,,,,,,
OXACILLIN SODIUM,INJECTABLE,INJECTION,OXACILLIN SODIUM,MYLAN LABS LTD,EQ 2GM BASE/VIAL,A,91486,2,,8/25/2014,No,No,DISCN,MYLAN LABORATORIES LTD,91486-2,,,,,,,,,
PACLITAXEL,INJECTABLE,INJECTION,PACLITAXEL,MYLAN,6MG/ML,A,75278,1,,1/25/2002,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75278-1,,,,,,,,,
PACLITAXEL,INJECTABLE,INJECTION,PACLITAXEL,MYLAN LABS LTD,6MG/ML,A,91540,1,AP,9/29/2011,No,No,RX,MYLAN LABORATORIES LTD,91540-1,,,,,,,,,
PAMIDRONATE DISODIUM,INJECTABLE,INJECTION,PAMIDRONATE DISODIUM,MYLAN LABS LTD,30MG/10ML (3MG/ML),A,78520,1,AP,10/31/2008,No,No,RX,MYLAN LABORATORIES LTD,78520-1,,,,,,,,,
PAMIDRONATE DISODIUM,INJECTABLE,INJECTION,PAMIDRONATE DISODIUM,MYLAN LABS LTD,90MG/10ML (9MG/ML),A,78520,2,AP,10/31/2008,No,No,RX,MYLAN LABORATORIES LTD,78520-2,,,,,,,,,
PENTOSTATIN,INJECTABLE,INJECTION,PENTOSTATIN,MYLAN INSTITUTIONAL,10MG/VIAL,A,203554,1,AP,9/19/2014,No,No,RX,MYLAN INSTITUTIONAL LLC,203554-1,,,,,,,,,
PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,INJECTABLE,INJECTION,PIPERACILLIN AND TAZOBACTAM,MYLAN LABS LTD,EQ 2GM BASE/VIAL;EQ 250MG BASE/VIAL,A,65458,1,AP,8/15/2014,No,No,RX,MYLAN LABORATORIES LTD,65458-1,,,,,,,,,
PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,INJECTABLE,INJECTION,PIPERACILLIN AND TAZOBACTAM,MYLAN LABS LTD,EQ 3GM BASE/VIAL;EQ 375MG BASE/VIAL,A,65458,2,AP,8/15/2014,No,No,RX,MYLAN LABORATORIES LTD,65458-2,,,,,,,,,
PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,INJECTABLE,INJECTION,PIPERACILLIN AND TAZOBACTAM,MYLAN LABS LTD,EQ 4GM BASE/VIAL;EQ 500MG BASE/VIAL,A,65458,3,AP,8/15/2014,No,No,RX,MYLAN LABORATORIES LTD,65458-3,,,,,,,,,
POLYMYXIN B SULFATE,INJECTABLE,INJECTION,POLYMYCIN B SULFATE,MYLAN ASI,"EQ 500,000 UNITS BASE/VIAL",A,90110,1,AP,6/29/2011,No,No,RX,MYLAN ASI LLC,90110-1,,,,,,,,,
PROMETHAZINE HYDROCHLORIDE,INJECTABLE,INJECTION,PROMETHAZINE HYDROCHLORIDE,MYLAN INSTITUTIONAL,25MG/ML,A,40471,1,,11/21/2002,No,No,DISCN,MYLAN INSTITUTIONAL LLC,40471-1,,,,,,,,,
PYRIDOXINE HYDROCHLORIDE,INJECTABLE,INJECTION,PYRIDOXINE HYDROCHLORIDE,MYLAN INSTITUTIONAL,100MG/ML,A,204879,1,AP,7/14/2016,No,No,RX,MYLAN INSTITUTIONAL LLC,204879-1,,,,,,,,,
RANITIDINE HYDROCHLORIDE,INJECTABLE,INJECTION,RANITIDINE HYDROCHLORIDE,MYLAN LABS LTD,EQ 25MG BASE/ML,A,79076,1,AP,6/9/2016,No,No,RX,MYLAN LABORATORIES LTD,79076-1,,,,,,,,,
RIFAMPIN,INJECTABLE,INJECTION,RIFAMPIN,MYLAN LABS LTD,600MG/VIAL,A,65421,1,AP,5/22/2008,No,No,RX,MYLAN LABORATORIES LTD,65421-1,,,,,,,,,
ROCURONIUM BROMIDE,INJECTABLE,INJECTION,ROCURONIUM BROMIDE,MYLAN INSTITUTIONAL,50MG/5ML (10MG/ML),A,79199,1,AP,11/26/2008,No,No,RX,MYLAN INSTITUTIONAL LLC,79199-1,,,,,,,,,
ROCURONIUM BROMIDE,INJECTABLE,INJECTION,ROCURONIUM BROMIDE,MYLAN INSTITUTIONAL,100MG/10ML (10MG/ML),A,79199,2,AP,11/26/2008,No,No,RX,MYLAN INSTITUTIONAL LLC,79199-2,,,,,,,,,
SODIUM NITROPRUSSIDE,INJECTABLE,INJECTION,SODIUM NITROPRUSSIDE,MYLAN LABS LTD,25MG/ML,A,210763,1,AP,4/17/2018,No,No,RX,MYLAN LABORATORIES LTD,210763-1,,,,,,,,,
SODIUM TETRADECYL SULFATE,INJECTABLE,INJECTION,SOTRADECOL,MYLAN INSTITUTIONAL,20MG/2ML (10MG/ML),A,40541,1,,11/12/2004,No,Yes,RX,MYLAN INSTITUTIONAL LLC,40541-1,,,,,,,,,
SODIUM TETRADECYL SULFATE,INJECTABLE,INJECTION,SOTRADECOL,MYLAN INSTITUTIONAL,60MG/2ML (30MG/ML),A,40541,2,,11/12/2004,No,Yes,RX,MYLAN INSTITUTIONAL LLC,40541-2,,,,,,,,,
SULFAMETHOXAZOLE; TRIMETHOPRIM,INJECTABLE,INJECTION,SULFAMETHOXAZOLE AND TRIMETHOPRIM,MYLAN LABS LTD,80MG/ML;16MG/ML,A,206607,1,AP,8/30/2017,No,No,RX,MYLAN LABORATORIES LTD,206607-1,,,,,,,,,
TESTOSTERONE CYPIONATE,INJECTABLE,INJECTION,TESTOSTERONE CYPIONATE,MYLAN INSTITUTIONAL,200MG/ML,A,40652,1,AO,12/11/2006,No,No,RX,MYLAN INSTITUTIONAL LLC,40652-1,,,,,,,,,
TESTOSTERONE ENANTHATE,INJECTABLE,INJECTION,TESTOSTERONE ENANTHATE,MYLAN INSTITUTIONAL,200MG/ML,A,40647,1,,10/5/2009,No,No,DISCN,MYLAN INSTITUTIONAL LLC,40647-1,,,,,,,,,
THIAMINE HYDROCHLORIDE,INJECTABLE,INJECTION,THIAMINE HYDROCHLORIDE,MYLAN INSTITUTIONAL,100MG/ML,A,91623,1,AP,6/25/2012,No,No,RX,MYLAN INSTITUTIONAL LLC,91623-1,,,,,,,,,
TOBRAMYCIN SULFATE,INJECTABLE,INJECTION,TOBRAMYCIN SULFATE,MYLAN LABS LTD,EQ 40MG BASE/ML,A,65407,1,AP,3/11/2008,No,No,RX,MYLAN LABORATORIES LTD,65407-1,,,,,,,,,
TOPOTECAN HYDROCHLORIDE,INJECTABLE,INJECTION,TOPOTECAN HYDROCHLORIDE,MYLAN LABS LTD,EQ 4MG BASE/VIAL,A,91542,1,AP,8/28/2012,No,No,RX,MYLAN LABORATORIES LTD,91542-1,,,,,,,,,
TRANEXAMIC ACID,INJECTABLE,INJECTION,TRANEXAMIC ACID,MYLAN INSTITUTIONAL,100MG/ML,A,91657,1,AP,11/3/2011,No,No,RX,MYLAN INSTITUTIONAL LLC,91657-1,,,,,,,,,
REMIFENTANIL HYDROCHLORIDE,INJECTABLE,INJECTION,ULTIVA,MYLAN INSTITUTIONAL,EQ 1MG BASE/VIAL,N,20630,1,AP,7/12/1996,Yes,No,RX,MYLAN INSTITUTIONAL LLC,20630-1,0,3/10/2018,,,,,,,
REMIFENTANIL HYDROCHLORIDE,INJECTABLE,INJECTION,ULTIVA,MYLAN INSTITUTIONAL,EQ 2MG BASE/VIAL,N,20630,2,AP,7/12/1996,Yes,No,RX,MYLAN INSTITUTIONAL LLC,20630-2,0,3/10/2018,,,,,,,
REMIFENTANIL HYDROCHLORIDE,INJECTABLE,INJECTION,ULTIVA,MYLAN INSTITUTIONAL,EQ 5MG BASE/VIAL,N,20630,3,AP,7/12/1996,Yes,Yes,RX,MYLAN INSTITUTIONAL LLC,20630-3,0,3/10/2018,,,,,,,
VANCOMYCIN HYDROCHLORIDE,INJECTABLE,INJECTION,VANCOMYCIN HYDROCHLORIDE,MYLAN LABS LTD,EQ 1GM BASE/VIAL,A,65397,2,AP,12/30/2008,No,No,RX,MYLAN LABORATORIES LTD,65397-2,,,,,,,,,
VANCOMYCIN HYDROCHLORIDE,INJECTABLE,INJECTION,VANCOMYCIN HYDROCHLORIDE,MYLAN LABS LTD,EQ 5GM BASE/VIAL,A,65432,1,AP,12/30/2008,No,No,RX,MYLAN LABORATORIES LTD,65432-1,,,,,,,,,
VANCOMYCIN HYDROCHLORIDE,INJECTABLE,INJECTION,VANCOMYCIN HYDROCHLORIDE,MYLAN LABS LTD,EQ 10GM BASE/VIAL,A,91469,1,,7/1/2011,No,No,DISCN,MYLAN LABORATORIES LTD,91469-1,,,,,,,,,
VANCOMYCIN HYDROCHLORIDE,INJECTABLE,INJECTION,VANCOMYCIN HYDROCHLORIDE,MYLAN LABS LTD,EQ 10GM BASE/VIAL,A,91554,1,AP,9/19/2011,No,No,RX,MYLAN LABORATORIES LTD,91554-1,,,,,,,,,
VANCOMYCIN HYDROCHLORIDE,INJECTABLE,INJECTION,VANCOMYCIN HYDROCHLORIDE,MYLAN LABS LTD,EQ 500MG BASE/VIAL,A,65397,1,AP,12/30/2008,No,No,RX,MYLAN LABORATORIES LTD,65397-1,,,,,,,,,
VECURONIUM BROMIDE,INJECTABLE,INJECTION,VECURONIUM BROMIDE,MYLAN LABS LTD,10MG/VIAL,A,90243,1,AP,5/11/2010,No,No,RX,MYLAN LABORATORIES LTD,90243-1,,,,,,,,,
VECURONIUM BROMIDE,INJECTABLE,INJECTION,VECURONIUM BROMIDE,MYLAN LABS LTD,20MG/VIAL,A,90243,2,AP,5/11/2010,No,No,RX,MYLAN LABORATORIES LTD,90243-2,,,,,,,,,
